,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Term_Deposit,Customer_ID,Savings_Account,Credit_Card,Debit_Card
28297,no,yes,no,telephone,apr,wed,236,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,84945,1,0,0
28298,no,yes,no,cellular,apr,wed,281,1,5,1,success,-1.8,93.075,-47.1,1.445,5099.1,0,25523,1,1,0
28299,no,unknown,unknown,cellular,apr,wed,101,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,89143,0,0,0
28300,unknown,yes,yes,cellular,apr,wed,120,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,86201,1,1,1
28301,no,no,no,cellular,apr,wed,125,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,30224,1,0,0
28302,no,no,no,telephone,apr,wed,185,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,14020,1,1,1
28303,no,yes,no,cellular,apr,wed,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,20979,0,0,0
28304,no,yes,yes,cellular,apr,wed,233,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,65349,0,0,1
28305,no,yes,yes,cellular,apr,wed,245,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,89472,1,1,0
28306,no,yes,no,cellular,apr,wed,67,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,11791,1,1,0
28307,no,no,yes,cellular,apr,wed,663,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,16719,1,0,1
28308,no,yes,no,cellular,apr,wed,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,16372,0,0,0
28309,no,unknown,unknown,cellular,apr,wed,83,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,74134,0,1,0
28310,no,no,yes,cellular,apr,wed,195,6,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,78737,1,0,0
28311,no,no,yes,cellular,apr,wed,180,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,28646,0,0,1
28312,no,no,no,cellular,apr,wed,321,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,53021,0,1,0
28313,no,no,no,cellular,apr,wed,34,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,41941,0,0,0
28314,no,yes,no,cellular,apr,wed,201,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,60629,1,1,1
28315,no,yes,no,cellular,apr,wed,209,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,61303,1,0,0
28316,no,no,no,cellular,apr,wed,167,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,91997,1,1,1
28317,no,yes,no,cellular,apr,wed,58,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,10133,1,1,0
28318,no,no,no,cellular,apr,wed,518,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,66787,1,0,1
28319,no,yes,no,cellular,apr,wed,74,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,19716,0,1,0
28320,no,yes,no,cellular,apr,wed,250,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,98053,1,1,0
28321,no,yes,no,cellular,apr,wed,1190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,94604,0,1,0
28322,no,yes,no,cellular,apr,wed,201,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,44400,1,1,0
28323,no,yes,yes,cellular,apr,wed,110,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,61821,1,1,0
28324,no,yes,no,cellular,apr,wed,405,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,56678,1,1,1
28325,no,yes,no,cellular,apr,wed,84,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,43976,1,0,1
28326,no,yes,no,cellular,apr,wed,612,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,37595,0,0,1
28327,no,yes,no,cellular,apr,wed,229,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,39578,1,1,1
28328,no,no,no,cellular,apr,wed,188,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,97943,0,1,1
28329,no,no,no,cellular,apr,wed,543,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,72371,1,1,0
28330,no,yes,no,cellular,apr,wed,216,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,91337,0,0,1
28331,no,no,no,cellular,apr,wed,180,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,99181,1,0,0
28332,no,no,no,cellular,apr,wed,174,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,54083,1,0,0
28333,no,yes,no,cellular,apr,wed,249,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,41926,1,1,0
28334,no,no,no,cellular,apr,wed,169,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,39094,1,0,0
28335,unknown,yes,yes,cellular,apr,wed,101,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,12181,1,0,0
28336,no,yes,yes,cellular,apr,wed,303,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0,73609,0,0,1
28337,no,unknown,unknown,cellular,apr,wed,624,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,93025,0,0,0
28338,no,no,no,cellular,apr,wed,143,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,19840,1,0,1
28339,no,yes,no,cellular,apr,wed,56,7,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,83550,0,1,1
28340,no,yes,no,cellular,apr,wed,179,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,93312,0,1,1
28341,no,yes,no,cellular,apr,wed,65,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,37865,0,0,1
28342,no,yes,no,cellular,apr,wed,91,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,34766,0,1,1
28343,no,no,yes,cellular,apr,wed,274,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,76094,1,0,1
28344,unknown,yes,no,cellular,apr,wed,222,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,34999,0,1,0
28345,no,yes,no,telephone,apr,wed,690,7,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,83302,1,0,0
28346,no,yes,no,cellular,apr,wed,281,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,11796,1,0,0
28347,unknown,yes,no,cellular,apr,wed,575,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,54449,0,1,0
28348,no,no,yes,cellular,apr,wed,764,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,76383,1,1,0
28349,unknown,yes,yes,telephone,apr,wed,93,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,32380,1,0,1
28350,no,yes,no,cellular,apr,wed,1665,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,91374,0,0,0
28351,no,yes,no,cellular,apr,wed,213,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,43730,1,0,0
28352,no,no,no,cellular,apr,wed,548,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,77579,0,1,0
28353,no,no,no,cellular,apr,wed,171,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,84728,1,0,0
28354,no,no,no,cellular,apr,wed,142,4,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,54625,1,0,1
28355,no,yes,no,cellular,apr,wed,417,2,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1,0,73301,0,0,1
28356,unknown,yes,no,cellular,apr,wed,902,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,73631,0,1,1
28357,no,yes,no,cellular,apr,wed,350,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,41522,1,1,1
28358,no,yes,no,cellular,apr,wed,101,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,13143,0,0,0
28359,no,yes,no,cellular,apr,wed,124,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,64999,1,0,0
28360,no,yes,no,cellular,apr,thu,162,4,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,30398,0,0,0
28361,no,yes,no,cellular,apr,thu,68,3,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1,0,20117,1,0,1
28362,unknown,yes,no,cellular,apr,thu,435,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,24737,1,1,1
28363,no,yes,no,cellular,apr,thu,87,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,36100,1,1,1
28364,no,yes,no,cellular,apr,thu,374,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,87383,0,0,0
28365,unknown,yes,yes,telephone,apr,thu,40,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,63509,1,1,0
28366,no,no,no,cellular,apr,thu,312,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,25219,1,0,0
28367,no,yes,yes,cellular,apr,thu,820,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,88224,1,0,0
28368,no,yes,no,cellular,apr,thu,328,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,79808,0,0,1
28369,no,no,no,cellular,apr,thu,528,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,65182,0,0,0
28370,no,yes,no,cellular,apr,thu,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,34151,1,1,1
28371,no,unknown,unknown,cellular,apr,thu,105,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,99860,0,1,1
28372,no,no,no,cellular,apr,thu,264,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,84595,1,0,1
28373,no,yes,no,cellular,apr,thu,592,4,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,1,18926,0,0,0
28374,unknown,yes,no,cellular,apr,thu,125,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,30504,1,0,0
28375,no,yes,no,cellular,apr,thu,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,27665,1,0,1
28376,no,yes,no,cellular,apr,thu,125,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,53584,1,0,0
28377,no,yes,no,cellular,apr,thu,150,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,74888,0,0,1
28378,no,no,no,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,71585,0,1,0
28379,no,no,no,cellular,apr,thu,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,75012,1,1,0
28380,no,yes,no,cellular,apr,thu,448,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,1,79574,0,1,1
28381,no,no,no,cellular,apr,thu,657,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,35827,0,1,0
28382,no,yes,no,cellular,apr,thu,220,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,11568,1,1,0
28383,no,no,no,cellular,apr,thu,113,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,71034,1,0,1
28384,no,yes,no,cellular,apr,thu,241,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,63296,0,0,0
28385,no,no,no,cellular,apr,thu,765,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,62067,0,0,1
28386,unknown,yes,no,cellular,apr,thu,311,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,50701,1,1,0
28387,no,unknown,unknown,cellular,apr,thu,527,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,94551,1,0,0
28388,no,yes,no,telephone,apr,thu,126,4,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,68641,0,0,1
28389,no,no,no,cellular,apr,thu,304,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,40739,1,1,0
28390,no,yes,no,cellular,apr,thu,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,47410,0,1,1
28391,no,yes,no,cellular,apr,thu,236,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,41049,0,0,1
28392,unknown,no,yes,cellular,apr,thu,272,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,38455,1,1,1
28393,no,yes,no,cellular,apr,thu,259,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,86428,0,0,0
28394,unknown,no,no,cellular,apr,thu,278,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,11154,0,0,1
28395,unknown,yes,yes,cellular,apr,thu,139,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,48091,1,1,0
28396,unknown,yes,yes,cellular,apr,thu,429,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,40592,0,1,0
28397,no,yes,no,cellular,apr,thu,230,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,93234,0,0,0
28398,no,yes,no,cellular,apr,thu,96,4,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,80880,0,0,1
28399,no,no,yes,cellular,apr,thu,109,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,42453,1,0,0
28400,no,yes,no,cellular,apr,thu,530,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,36701,0,0,0
28401,no,yes,no,cellular,apr,thu,71,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,73526,1,1,0
28402,no,no,no,cellular,apr,thu,159,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,21143,1,1,0
28403,no,yes,no,cellular,apr,thu,104,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,47836,0,1,1
28404,no,yes,no,cellular,apr,thu,214,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,90561,0,0,0
28405,no,no,no,cellular,apr,thu,184,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,65901,1,0,0
28406,no,yes,no,cellular,apr,thu,331,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,1,63115,0,1,1
28407,no,no,no,cellular,apr,thu,435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,36290,1,1,0
28408,no,no,no,cellular,apr,thu,188,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,88471,0,1,0
28409,no,yes,no,cellular,apr,thu,62,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,59825,0,1,1
28410,no,yes,no,cellular,apr,thu,466,2,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1,0,35325,0,0,0
28411,no,yes,no,telephone,apr,thu,327,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,31438,0,1,0
28412,no,yes,no,cellular,apr,thu,290,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,31925,1,0,0
28413,no,yes,no,cellular,apr,thu,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,41577,1,0,1
28414,no,yes,no,cellular,apr,thu,464,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,27883,0,0,1
28415,no,no,no,cellular,apr,thu,221,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,19211,1,1,1
28416,unknown,yes,yes,cellular,apr,thu,504,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,40009,1,0,1
28417,no,yes,no,cellular,apr,thu,233,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,95221,0,1,0
28418,no,no,no,cellular,apr,thu,245,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,85939,0,1,1
28419,no,yes,no,cellular,apr,thu,152,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,41909,0,0,1
28420,no,yes,no,cellular,apr,thu,132,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,75452,1,1,1
28421,no,yes,no,cellular,apr,thu,106,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,92318,1,1,0
28422,unknown,no,no,cellular,apr,thu,339,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,13152,1,0,1
28423,no,yes,no,cellular,apr,thu,152,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,94045,0,1,0
28424,no,yes,no,cellular,apr,thu,98,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,20326,1,0,1
28425,no,unknown,unknown,cellular,apr,thu,268,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,99187,0,0,0
28426,no,no,no,cellular,apr,thu,337,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,57337,0,0,1
28427,no,yes,no,cellular,apr,thu,133,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,13817,1,0,1
28428,no,yes,no,cellular,apr,thu,90,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,29834,0,0,0
28429,no,yes,no,cellular,apr,thu,322,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,60448,1,0,0
28430,no,no,no,cellular,apr,thu,385,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,19710,0,1,0
28431,no,yes,yes,cellular,apr,thu,317,5,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,85123,0,0,1
28432,no,no,no,cellular,apr,thu,208,12,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,71653,1,0,0
28433,unknown,yes,no,cellular,apr,thu,627,2,5,3,failure,-1.8,93.075,-47.1,1.435,5099.1,0,29087,0,1,0
28434,no,yes,no,cellular,apr,thu,1042,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,24221,0,0,1
28435,unknown,yes,yes,cellular,apr,thu,240,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,20390,1,0,0
28436,unknown,no,no,cellular,apr,thu,140,2,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1,0,71016,0,1,0
28437,no,yes,no,cellular,apr,thu,490,3,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1,1,51575,0,1,0
28438,no,yes,no,cellular,apr,thu,275,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,52742,1,0,1
28439,no,no,no,cellular,apr,thu,188,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,23621,1,0,1
28440,no,yes,no,cellular,apr,thu,236,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,30577,1,0,1
28441,no,yes,no,telephone,apr,tue,563,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,18064,0,1,1
28442,no,yes,no,cellular,apr,tue,136,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,49254,0,0,0
28443,no,yes,yes,cellular,apr,tue,142,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,22061,0,1,0
28444,unknown,no,no,cellular,apr,tue,283,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,76725,0,1,0
28445,no,no,no,cellular,apr,tue,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,77952,1,0,1
28446,no,no,no,telephone,apr,tue,86,6,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,92225,1,0,0
28447,no,no,no,cellular,apr,tue,259,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,23841,0,1,0
28448,no,yes,no,cellular,apr,tue,255,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,74749,1,1,0
28449,no,yes,no,cellular,apr,tue,466,5,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,1,43448,0,1,1
28450,no,no,no,cellular,apr,tue,82,4,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,24289,1,1,0
28451,no,yes,no,cellular,apr,tue,565,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,32307,0,1,1
28452,no,yes,no,cellular,apr,tue,251,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,19046,0,1,1
28453,no,no,no,cellular,apr,tue,262,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,46312,1,0,1
28454,unknown,yes,no,cellular,apr,tue,269,3,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,42161,1,1,1
28455,no,no,no,cellular,apr,tue,283,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,11386,1,0,0
28456,no,no,yes,cellular,apr,tue,342,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,17302,0,1,0
28457,unknown,yes,no,cellular,apr,tue,427,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,61930,1,0,0
28458,no,yes,no,cellular,apr,tue,255,7,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,19706,0,1,0
28459,no,no,no,cellular,apr,tue,110,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,12217,1,0,1
28460,no,yes,no,cellular,apr,tue,461,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,25150,0,1,0
28461,no,yes,no,cellular,apr,tue,62,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,80348,0,1,1
28462,no,yes,no,cellular,apr,tue,145,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,88427,1,1,0
28463,no,yes,yes,cellular,apr,tue,213,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,78503,0,0,1
28464,no,no,no,telephone,apr,tue,111,3,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,22757,0,1,0
28465,no,yes,no,telephone,apr,tue,266,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,50531,0,0,1
28466,no,yes,no,telephone,apr,tue,118,6,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,71073,1,1,0
28467,no,no,no,cellular,apr,tue,142,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,68300,1,0,1
28468,no,yes,no,cellular,apr,tue,855,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,18677,1,0,1
28469,no,no,no,cellular,apr,tue,344,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,1,20218,0,0,1
28470,no,yes,no,cellular,apr,tue,125,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,27966,1,1,1
28471,no,yes,no,cellular,apr,tue,850,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,94486,1,1,1
28472,no,yes,no,cellular,apr,tue,85,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,96832,0,0,0
28473,no,yes,yes,cellular,apr,tue,441,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,42271,1,1,1
28474,no,yes,no,telephone,apr,tue,104,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,10542,0,0,1
28475,no,yes,no,cellular,apr,tue,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,11697,1,1,1
28476,no,yes,no,cellular,apr,tue,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,86413,1,0,1
28477,no,yes,no,cellular,apr,tue,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,72984,1,0,0
28478,no,no,no,cellular,apr,tue,1073,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,51858,1,0,1
28479,no,yes,no,telephone,apr,tue,226,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,86618,0,1,1
28480,no,no,no,cellular,apr,tue,94,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,36601,1,0,1
28481,no,yes,no,cellular,apr,tue,1594,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,1,16474,0,1,0
28482,no,no,no,cellular,apr,tue,450,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,35245,1,1,0
28483,no,yes,no,cellular,apr,tue,461,2,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,52211,1,1,1
28484,no,no,yes,cellular,apr,tue,505,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,70398,1,0,1
28485,no,no,no,cellular,apr,tue,163,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,17290,0,1,1
28486,no,no,no,cellular,apr,tue,133,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,53691,0,1,1
28487,no,yes,no,cellular,apr,tue,62,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,34743,1,1,0
28488,no,yes,no,cellular,apr,tue,184,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,40883,0,1,0
28489,no,yes,no,cellular,apr,tue,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,99985,0,1,0
28490,no,yes,no,cellular,apr,tue,49,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,83865,1,1,0
28491,no,no,no,cellular,apr,tue,72,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,30984,1,0,0
28492,no,no,no,cellular,apr,tue,314,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,30327,0,0,1
28493,no,yes,yes,cellular,apr,tue,178,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,30122,0,0,0
28494,no,yes,no,cellular,apr,tue,232,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,71501,1,1,0
28495,no,yes,no,cellular,apr,tue,324,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,79751,1,0,1
28496,unknown,yes,no,cellular,apr,tue,252,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,79421,1,0,0
28497,unknown,no,no,cellular,apr,tue,584,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,73064,0,1,1
28498,no,no,no,cellular,apr,tue,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,60996,1,1,1
28499,no,yes,no,cellular,apr,tue,496,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,72791,1,0,1
28500,unknown,yes,no,cellular,apr,tue,95,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,35861,1,0,0
28501,no,no,no,cellular,apr,tue,332,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,99465,0,0,1
